index_symbol,index_name,currency,exchange_code,provider_guess,market_scope_guess,category_group,category,summary,stock_index_scope,source_dataset,source_url
026P.Z,STX SPAIN 20 D.SH.I.GR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"The STX SPAIN 20 D.SH.I.GR EO index tracks the performance of 20 Spanish companies with a daily short investment strategy and gross return, denominated in EUR. This strategy involves taking a short position relative to the benchmark. The index aims to provide inverse exposure to the Spanish market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026Q.Z,STX SPAIN 20 D.LE.4 NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"The STX SPAIN 20 D.LE.4 NR EO index tracks the performance of 20 Spanish companies with a daily leveraged four times strategy and net return, denominated in EUR. This strategy involves taking a leveraged position, amplified by a factor of four, relative to the benchmark. The index aims to provide significantly enhanced exposure to the Spanish market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026R.Z,STX SPAIN 20 D.D.SH.GR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"The STX SPAIN 20 D.D.SH.GR EO index tracks the performance of 20 Spanish companies with a daily double short strategy and gross return, denominated in EUR. This strategy involves taking a short position with twice the leverage relative to the benchmark. The index aims to provide inverse exposure to the Spanish market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026S.Z,STX UK 50 D.LEV.I.NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"The STX UK 50 D.LEV.I.NR EO index tracks the performance of 50 UK companies with a daily leveraged investment and net return, denominated in EUR. This strategy involves taking a leveraged position relative to the benchmark. The index aims to provide enhanced exposure to the UK market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026T.Z,STX UK 50 D.SH.I.GR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"The STX UK 50 D.SH.I.GR EO index tracks the performance of 50 UK companies with a daily short investment strategy and gross return, denominated in EUR. This strategy involves taking a short position relative to the benchmark. The index aims to provide inverse exposure to the UK market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026U.Z,STX UK 50 D.LEV 4 I.NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"The STX UK 50 D.LEV 4 I.NR EO index tracks the performance of 50 UK companies with a daily leveraged four times investment and net return, denominated in EUR. This strategy involves taking a leveraged position, amplified by a factor of four, relative to the benchmark. The index aims to provide significantly enhanced exposure to the UK market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026V.Z,STX UK 50 D.D.SH.I.GR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"The STX UK 50 D.D.SH.I.GR EO index tracks the performance of 50 UK companies with a daily double short investment strategy and gross return, denominated in EUR. This strategy involves taking a short position with twice the leverage relative to the benchmark. The index aims to provide inverse exposure to the UK market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026W.Z,STX USA 50 D.LEV.I.NR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA 50 D.LEV.I.NR EO index tracks the performance of 50 US companies with a daily leveraged investment and net return, denominated in EUR. This strategy involves taking a leveraged position relative to the benchmark. The index aims to provide enhanced exposure to the US market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026X.Z,STX USA 50 D.SH.I.GR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA 50 D.SH.I.GR EO index tracks the performance of 50 US companies with a daily short investment strategy and gross return, denominated in EUR. This strategy involves taking a short position relative to the benchmark. The index aims to provide inverse exposure to the US market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026Y.Z,STX USA 50 D.LEV.4 NR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA 50 D.LEV.4 NR EO index tracks the performance of 50 US companies with a daily leveraged four times strategy and net return, denominated in EUR. This strategy involves taking a leveraged position, amplified by a factor of four, relative to the benchmark. The index aims to provide significantly enhanced exposure to the US market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
026Z.Z,STX USA 50 D.D.SH.I.GR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA 50 D.D.SH.I.GR EO index tracks the performance of 50 US companies with a daily double short investment strategy and gross return, denominated in EUR. This strategy involves taking a short position with twice the leverage relative to the benchmark. The index aims to provide inverse exposure to the US market.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0270.Z,STXG30IND NR EUR,,ZRH,Unclassified / multiple providers,Global,Industrials,Equities,"The STXG30IND NR EUR Index tracks the performance of the Eurozone STOXX Global 30 Industrials sector, net return. It aims to represent the leading companies in the industrials sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0273.Z,STXG30FIN NR EUR,,ZRH,Unclassified / multiple providers,Global,Financials,Equities,"The STXG30FIN NR EUR Index tracks the performance of the Eurozone STOXX Global 30 Financials sector, net return. The index is designed to represent the leading companies in the financial sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
027Q.Z,STXAP6BAM NR EUR,,ZRH,Unclassified / multiple providers,Europe,Materials,Equities,"The STXAP6BAM NR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Basic Materials sector, with preference given to companies with higher free-float market capitalization, in net return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
027R.Z,STXAP6IND NR EUR,,ZRH,Unclassified / multiple providers,Europe,Industrials,Equities,"The STXAP6IND NR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Industrials sector, with preference given to companies with higher free-float market capitalization, in net return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
027T.Z,STXAP6HEC NR EUR,,ZRH,Unclassified / multiple providers,Europe,Health Care,Equities,"The STXAP6HEC NR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Health Care sector, with preference given to companies with higher free-float market capitalization, in net return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
027V.Z,STXAP6UTI NR EUR,,ZRH,Unclassified / multiple providers,Europe,Utilities,Equities,"The STXAP6UTI NR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Utilities sector, with preference given to companies with higher free-float market capitalization, in net return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
027W.Z,STXAP6TEL NR EUR,,ZRH,Unclassified / multiple providers,Europe,Communication Services,Equities,"The STXAP6TEL NR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Telecommunications sector, with preference given to companies with higher free-float market capitalization, in net return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
027X.Z,STXAP6FIN NR EUR,,ZRH,Unclassified / multiple providers,Europe,Financials,Equities,"The STXAP6FIN NR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Financials sector, with preference given to companies with higher free-float market capitalization, in net return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
027Y.Z,STXAP6TEC NR EUR,,ZRH,Unclassified / multiple providers,Europe,Information Technology,Equities,"The STXAP6TEC NR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Technology sector, with preference given to companies with higher free-float market capitalization, in net return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
027Z.Z,STXG30BAM NR EUR,,ZRH,Unclassified / multiple providers,Global,Materials,Equities,"The STXG30BAM NR EUR Index tracks the performance of the Eurozone STOXX Global 30 Basic Materials sector, net return. The index is designed to represent the leading companies in the basic materials sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
028J.Z,STXEA NR EUR,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,The STXEA NR EUR Index is a net return index that tracks the performance of the Eurozone. The index is designed to represent the broad market performance of the region. The index is calculated and maintained by STOXX and is denominated in EUR.,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
028M.Z,STXG30XEA NR EUR,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STXG30XEA NR EUR Index tracks the performance of the STOXX Global 30 ex Eurozone index, net return. The index represents global companies excluding those from the Eurozone. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029F.Z,STXE6BAM GR EUR,,ZRH,Unclassified / multiple providers,Europe,Materials,Equities,"The STXE6BAM GR EUR index tracks the performance of the top 6 companies in the Eurozone Basic Materials sector, gross return. The index selects its constituents based on free-float market capitalization within the sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029G.Z,STXE6IND GR EUR,,ZRH,Unclassified / multiple providers,Europe,Industrials,Equities,"The STXE6IND GR EUR index tracks the performance of the top 6 companies in the Eurozone Industrials sector, gross return. The index selects its constituents based on free-float market capitalization within the sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029J.Z,STXE6FIN GR EUR,,ZRH,Unclassified / multiple providers,Europe,Financials,Equities,"The STXE6FIN GR EUR index tracks the performance of the top 6 companies in the Eurozone Financials sector, gross return. The index selects its constituents based on free-float market capitalization within the sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029L.Z,STXAP6BAM GR EUR,,ZRH,Unclassified / multiple providers,Europe,Materials,Equities,"The STXAP6BAM GR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Basic Materials sector, with preference given to companies with higher free-float market capitalization, in gross return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029M.Z,STXAP6IND GR EUR,,ZRH,Unclassified / multiple providers,Europe,Industrials,Equities,"The STXAP6IND GR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Industrials sector, with preference given to companies with higher free-float market capitalization, in gross return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029P.Z,STXAP6HEC GR EUR,,ZRH,Unclassified / multiple providers,Europe,Health Care,Equities,"The STXAP6HEC GR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Health Care sector, with preference given to companies with higher free-float market capitalization, in gross return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029R.Z,STXAP6UTI GR EUR,,ZRH,Unclassified / multiple providers,Europe,Utilities,Equities,"The STXAP6UTI GR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Utilities sector, with preference given to companies with higher free-float market capitalization, in gross return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029S.Z,STXAP6TEL GR EUR,,ZRH,Unclassified / multiple providers,Europe,Communication Services,Equities,"The STXAP6TEL GR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Telecommunications sector, with preference given to companies with higher free-float market capitalization, in gross return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029T.Z,STXAP6FIN GR EUR,,ZRH,Unclassified / multiple providers,Europe,Financials,Equities,"The STXAP6FIN GR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Financials sector, with preference given to companies with higher free-float market capitalization, in gross return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029U.Z,STXAP6TEC GR EUR,,ZRH,Unclassified / multiple providers,Europe,Information Technology,Equities,"The STXAP6TEC GR EUR Index tracks the performance of the top 6 companies from the Eurozone in the Technology sector, with preference given to companies with higher free-float market capitalization, in gross return. It aims to represent the largest and most liquid companies in the sector. The index is calculated and maintained by STOXX.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029V.Z,STXG30BAM GR EUR,,ZRH,Unclassified / multiple providers,Global,Materials,Equities,"The STXG30BAM GR EUR Index tracks the performance of the Eurozone STOXX Global 30 Basic Materials sector, gross return. The index is designed to represent the leading companies in the basic materials sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029W.Z,STXG30IND GR EUR,,ZRH,Unclassified / multiple providers,Global,Industrials,Equities,"The STXG30IND GR EUR Index tracks the performance of the Eurozone STOXX Global 30 Industrials sector, gross return. It aims to represent the leading companies in the industrials sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
029Z.Z,STXG30FIN GR EUR,,ZRH,Unclassified / multiple providers,Global,Financials,Equities,"The STXG30FIN GR EUR Index tracks the performance of the Eurozone STOXX Global 30 Financials sector, gross return. The index is designed to represent the leading companies in the financial sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02BA.Z,ESTXBAM GR EUR,,ZRH,Unclassified / multiple providers,Europe,Materials,Equities,"The ESTXBAM GR EUR index tracks the performance of Eurozone Basic Materials sector, gross return. The index selects its constituents based on free-float market capitalization within the sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02BB.Z,ESTXIND GR EUR,,ZRH,Unclassified / multiple providers,Europe,Industrials,Equities,"The ESTXIND GR EUR index tracks the performance of Eurozone Industrials sector, gross return. The index selects its constituents based on free-float market capitalization within the sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02BE.Z,ESTXFIN GR EUR,,ZRH,Unclassified / multiple providers,Europe,Financials,Equities,"The ESTXFIN GR EUR index tracks the performance of Eurozone Financials sector, gross return. The index selects its constituents based on free-float market capitalization within the sector. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02BK.Z,STXEA GR EUR,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,The STXEA GR EUR Index is a gross return index that tracks the performance of the Eurozone. The index is designed to represent the broad market performance of the region. The index is calculated and maintained by STOXX and is denominated in EUR.,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02BN.Z,STXG30XEA GR EUR,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STXG30XEA GR EUR Index tracks the performance of the STOXX Global 30 ex Eurozone index, gross return. The index represents global companies excluding those from the Eurozone. The index is calculated and maintained by STOXX and is denominated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02C0.Z,STOXX JAP.ST.BA.SH.GR USD,,ZRH,STOXX,Japan,Equities,Equities,"The STOXX JAP.ST.BA.SH.GR USD index tracks the performance of Japanese stocks with a sustainable balanced short strategy and gross return, denominated in USD. The index employs a strategy that balances long and short positions in Japanese equities based on sustainability factors. It aims to provide exposure to the Japanese market while incorporating environmental, social, and governance (ESG) considerations.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02C1.Z,STX USA STR.BAL.SH. PR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA STR.BAL.SH. PR EO index tracks the performance of US stocks with a strategic balanced short strategy and price return, denominated in EUR. The index employs a strategy that balances long and short positions in US equities in a strategic way. It aims to provide exposure to the US market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02C2.Z,STX USA STR.BAL.SH. NR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA STR.BAL.SH. NR EO index tracks the performance of US stocks with a strategic balanced short strategy and net return, denominated in EUR. The index employs a strategy that balances long and short positions in US equities in a strategic way. It aims to provide exposure to the US market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02C3.Z,STX USA STR.BAL.SH. GR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA STR.BAL.SH. GR EO index tracks the performance of US stocks with a strategic balanced short strategy and gross return, denominated in EUR. The index employs a strategy that balances long and short positions in US equities in a strategic way. It aims to provide exposure to the US market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02C4.Z,STX USA STR.BAL.SH. PR DL,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA STR.BAL.SH. PR DL index tracks the performance of US stocks with a strategic balanced short strategy and price return, denominated in USD. The index employs a strategy that balances long and short positions in US equities in a strategic way. It aims to provide exposure to the US market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02C5.Z,STX USA STR.BAL.SH. NR DL,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA STR.BAL.SH. NR DL index tracks the performance of US stocks with a strategic balanced short strategy and net return, denominated in USD. The index employs a strategy that balances long and short positions in US equities in a strategic way. It aims to provide exposure to the US market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02C6.Z,STX USA STR.BAL.SH. GR DL,,ZRH,Unclassified / multiple providers,United States,Equities,Equities,"The STX USA STR.BAL.SH. GR DL index tracks the performance of US stocks with a strategic balanced short strategy and gross return, denominated in USD. The index employs a strategy that balances long and short positions in US equities in a strategic way. It aims to provide exposure to the US market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CA.Z,STX GL.1800 E.J.M.V.PR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GL.1800 E.J.M.V.PR EO index tracks the performance of the STOXX Global 1800 index, focusing on companies with high environmental, social and governance (ESG) scores using the Economic, Judgemental, Market Value and price return methodology, denominated in EUR. The index aims to provide exposure to global equities while incorporating ESG considerations. The Economic, Judgemental, Market Value methodology refers to the way ESG scores are calculated.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CB.Z,STX GL.1800 E.J.M.V.GR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GL.1800 E.J.M.V.GR DL index tracks the performance of the STOXX Global 1800 index, focusing on companies with high environmental, social and governance (ESG) scores using the Economic, Judgemental, Market Value and gross return methodology, denominated in USD. The index aims to provide exposure to global equities while incorporating ESG considerations. The Economic, Judgemental, Market Value methodology refers to the way ESG scores are calculated.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CC.Z,STX GL.1800 E.J.M.V.NR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GL.1800 E.J.M.V.NR DL index tracks the performance of the STOXX Global 1800 index, focusing on companies with high environmental, social and governance (ESG) scores using the Economic, Judgemental, Market Value and net return methodology, denominated in USD. The index aims to provide exposure to global equities while incorporating ESG considerations. The Economic, Judgemental, Market Value methodology refers to the way ESG scores are calculated.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CD.Z,STX GL.1800 E.J.M.V.PR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GL.1800 E.J.M.V.PR DL index tracks the performance of the STOXX Global 1800 index, focusing on companies with high environmental, social and governance (ESG) scores using the Economic, Judgemental, Market Value and price return methodology, denominated in USD. The index aims to provide exposure to global equities while incorporating ESG considerations. The Economic, Judgemental, Market Value methodology refers to the way ESG scores are calculated.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CE.Z,STX GL.1800 E.J.M.V.GR YN,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GL.1800 E.J.M.V.GR YN index tracks the performance of the STOXX Global 1800 index, focusing on companies with high environmental, social and governance (ESG) scores using the Economic, Judgemental, Market Value and gross return methodology, denominated in JPY. The index aims to provide exposure to global equities while incorporating ESG considerations. The Economic, Judgemental, Market Value methodology refers to the way ESG scores are calculated.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CF.Z,STX GL.1800 E.J.M.V.NR YN,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GL.1800 E.J.M.V.NR YN index tracks the performance of the STOXX Global 1800 index, focusing on companies with high environmental, social and governance (ESG) scores using the Economic, Judgemental, Market Value and net return methodology, denominated in JPY. The index aims to provide exposure to global equities while incorporating ESG considerations. The Economic, Judgemental, Market Value methodology refers to the way ESG scores are calculated.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CG.Z,STX GL.1800 E.J.M.V.PR YN,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GL.1800 E.J.M.V.PR YN index tracks the performance of the STOXX Global 1800 index, focusing on companies with high environmental, social and governance (ESG) scores using the Economic, Judgemental, Market Value and price return methodology, denominated in JPY. The index aims to provide exposure to global equities while incorporating ESG considerations. The Economic, Judgemental, Market Value methodology refers to the way ESG scores are calculated.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CH.Z,STX GLB.STR.BAL.SH. PR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GLB.STR.BAL.SH. PR EO index tracks the performance of global stocks with a strategic balanced short strategy and price return, denominated in EUR. The index employs a strategy that balances long and short positions in global equities in a strategic way. It aims to provide exposure to the global market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02CJ.Z,STX GLB.STR.BAL.SH. NR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"The STX GLB.STR.BAL.SH. NR EO index tracks the performance of global stocks with a strategic balanced short strategy and net return, denominated in EUR. The index employs a strategy that balances long and short positions in global equities in a strategic way. It aims to provide exposure to the global market while potentially mitigating risk.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
